"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"QSR","Restaurant Brands International Inc.","60.28","$14.24B","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/qsr",
"RPAI","Retail Properties of America, Inc.","13.41","$3.18B","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpai",
"RPAI^A","Retail Properties of America, Inc.","25.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpai^a",
"REVG","REV Group, Inc.","26.57","$1.69B","2017","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/revg",
"REV","Revlon, Inc.","20.55","$1.08B","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"REX","REX American Resources Corporation","99.57","$653.05M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","28.19","$2B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","25.692","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rexr^a",
"RXN","Rexnord Corporation","23.31","$2.42B","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RXN^A","Rexnord Corporation","53.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rxn^a",
"RH","RH","69.87","$1.48B","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"RICE","Rice Energy Inc.","28.9","$5.97B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rice",
"RMP","Rice Midstream Partners LP","20.57","$2.1B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/rmp",
"RIC","Richmont Mines, Inc.","8.6","$548.34M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric",
"RNG","Ringcentral, Inc.","35.15","$2.64B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","46.61","$64.53B","2002","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","28.46","$3.05B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","2.28","$2.4B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RIV","RiverNorth Opportunities Fund, Inc.","21.04","$79.01M","2015","n/a","n/a","http://www.nasdaq.com/symbol/riv",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","19.11","$210.47M","2016","n/a","n/a","http://www.nasdaq.com/symbol/opp",
"RLI","RLI Corp.","57.74","$2.54B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","21.2","$2.64B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rlj",
"RRTS","Roadrunner Transportation Systems, Inc","7.08","$271.45M","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","44.82","$5.7B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"ROK","Rockwell Automation, Inc.","164.47","$21.19B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","113.73","$18.47B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"RCI","Rogers Communication, Inc.","51.77","$20.83B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","115.55","$2.09B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","43.53","$9.49B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","232.34","$23.71B","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rop",
"RST","Rosetta Stone","10.55","$234.19M","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"RDC","Rowan Companies plc","11.62","$1.47B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","74.62","$108.78B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ry",
"RY^S","Royal Bank Of Canada","25.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ry^s",
"RY^T","Royal Bank Of Canada","30.0399","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ry^t",
"RBS","Royal Bank Scotland plc (The)","6.59","$38.93B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^F","Royal Bank Scotland plc (The)","26.9796","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^H","Royal Bank Scotland plc (The)","26.54","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^L","Royal Bank Scotland plc (The)","25.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
"RBS^S","Royal Bank Scotland plc (The)","25.7299","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^s",
"RCL","Royal Caribbean Cruises Ltd.","113.39","$24.39B","1993","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds.b",
"RGT","Royce Global Value Trust, Inc.","9.91","$103.22M","2013","n/a","n/a","http://www.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","8.68","$327.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","14.84","$1.21B","1986","n/a","n/a","http://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","21.55","$4.69B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","52.17","$6.97B","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/rpm",
"RSPP","RSP Permian, Inc.","34.71","$5.5B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rspp",
"RT","Ruby Tuesday, Inc.","2.05","$124.16M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rt",
"RTEC","Rudolph Technologies, Inc.","24.2","$760.84M","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtec",
"R","Ryder System, Inc.","72.71","$3.85B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","8.7","$323.44M","2014","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","62.7","$3.21B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","153.47","$39.56B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/spgi",
"SBR","Sabine Royalty Trust","40.4","$589.01M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","2.43","$246.68M","2008","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sb",
"SB^B","Safe Bulkers, Inc","26.0748","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^b",
"SB^C","Safe Bulkers, Inc","20.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","19.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","11.85","$241.25M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/sfe",
"SAFE","Safety, Income and Growth, Inc.","18.25","$331.97M","2017","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/safe",
"CRM","Salesforce.com Inc","90.62","$64.54B","2004","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","11.98","$212.31M","2012","n/a","n/a","http://www.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","20.45","$2.81B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","6.75","$314.61M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","5.57","$458.54M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sn",
"SD","SandRidge Energy, Inc.","19.57","$701.67M","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","1.44","$40.32M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","1.45","$72.1M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","2.975","$156.19M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/per",
"SNY","Sanofi","47.56","$122.9B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","12.96","$4.66B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sc",
"SOV^C","Santander Holdings USA, Inc.","26.1222","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sov^c",
"SAP","SAP SE","106.06","$127.13B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SAB","Saratoga Investment Corp","26.25","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/sab",
"SAR","Saratoga Investment Corp","20.65","$123.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","30.35","$19.86B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","60.57","$1.3B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.5254","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfs^c",
"SCG","Scana Corporation","61.29","$8.76B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/scg",
"SLB","Schlumberger N.V.","68.46","$94.78B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SNDR","Schneider National, Inc.","21.65","$3.83B","2017","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/sndr",
"SWM","Schweitzer-Mauduit International, Inc.","38.01","$1.17B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","71.43","$3.12B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","7.15","$539.55M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","24.75","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","25.38","n/a","2017","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","24.27","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","25.1613","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"STNG","Scorpio Tankers Inc.","3.72","$649.62M","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","95.66","$5.7B","1992","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/smg",
"LBF","Scudder Global High Income Fund, Inc.","8.78","$56.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lbf",
"KMM","Scudder Multi-Market Income Trust","8.87","$198.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","13.22","$520.83M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","12.33","$53.74M","1994","n/a","n/a","http://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","12.69","$142M","1989","n/a","n/a","http://www.nasdaq.com/symbol/ksm",
"SA","Seabridge Gold, Inc.","11.6","$665.46M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","34.71","$609.16M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","15","$265.07M","2017","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","0.383","$193.2M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","3.04","$279.14M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"SEE","Sealed Air Corporation","43.87","$8.59B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","6.46","$708.01M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","22.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","22.8832","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","22.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","21.5866","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^h",
"SSWN","Seaspan Corporation","25.84","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","14.42","$1.31B","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","15.975","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","15.89","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbr",
"WTTR","Select Energy Services, Inc.","15.81","$1.09B","2017","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/wttr",
"SEM","Select Medical Holdings Corporation","16.5","$2.19B","2009","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","25.56","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","27.05","$2.46B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","5.47","$5.08B","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","113.04","$28.35B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sre",
"ST","Sensata Technologies Holding N.V.","44.93","$7.69B","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","74.7","$3.31B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","3.61","$271.19M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","47.05","$2.64B","2015","Finance","Real Estate","http://www.nasdaq.com/symbol/srg",
"SCI","Service Corporation International","34.89","$6.56B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","40.39","$5.41B","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","111.65","$18.97B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/now",
"SHAK","Shake Shack, Inc.","33.84","$1.24B","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","22.18","$10.47B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","28.73","$5.09B","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","342.38","$31.98B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","47.11","$22.34B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","13.4","$1.36B","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SHOP","Shopify Inc.","92.98","$7.94B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","43.07","$1.49B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/sstk",
"SBGL","Sibanye Gold Limited","5.08","$2.7B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sbgl",
"SIG","Signet Jewelers Limited","61.51","$4.21B","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/sig",
"SSNI","Silver Spring Networks, Inc.","11.18","$594.47M","2013","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ssni",
"SBOW","SilverBow Resorces, Inc.","25.12","$288.35M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sbow",
"SPG","Simon Property Group, Inc.","160.52","$50.11B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","69.975","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","43.72","$2.08B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","56.99","$6.15B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shi",
"SITE","SiteOne Landscape Supply, Inc.","52.47","$2.08B","2016","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","57.99","$5.25B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/six",
"SJW","SJW Group","53.81","$1.1B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","27.51","$17.5B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","28.51","$4.51B","1999","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/skx",
"SLG","SL Green Realty Corporation","103.25","$10.16B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","26.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slg^i",
"SM","SM Energy Company","18.08","$2.01B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sm",
"SFS","Smart","8.75","$647.26M","2014","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfs",
"SNN","Smith & Nephew SNATS, Inc.","35.38","$15.99B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"AOS","Smith (A.O.) Corporation","54.29","$9.39B","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/aos",
"SNAP","Snap Inc.","13.81","$16.28B","2017","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","152.43","$8.78B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sna",
"SQM","Sociedad Quimica y Minera S.A.","40.81","$10.74B","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sqm",
"SLRA","Solar Capital Ltd.","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slra",
"SOI","Solaris Oilfield Infrastructure, Inc.","13.1","$564.8M","2017","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/soi",
"SAH","Sonic Automotive, Inc.","19.35","$870.58M","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","48.59","$4.83B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","40.97","$51.73B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/sne",
"BID","Sotheby&#39;s","56.88","$3B","1988","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bid",
"SOR","Source Capital, Inc.","39.4","$340.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","33.78","$2.69B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sji",
"SXE","Southcross Energy Partners, L.P.","2.92","$228.22M","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxe",
"SCE^G","Southern California Edison Company","25.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","28.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","27.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","29.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^k",
"SCE^L","Southern California Edison Company","25.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^l",
"SO","Southern Company (The)","47.51","$47.25B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/so",
"SOJA","Southern Company (The)","27.16","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/soja",
"SOJB","Southern Company (The)","25.47","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/sojb",
"SCCO","Southern Copper Corporation","39.46","$30.5B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/scco",
"LUV","Southwest Airlines Company","56.56","$34.2B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/luv",
"SWX","Southwest Gas Holdings, Inc.","80.31","$3.82B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/swx",
"SWN","Southwestern Energy Company","5.93","$3B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swn",
"SWNC","Southwestern Energy Company","14.2","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swnc",
"SPA","Sparton Corporation","23.07","$227.48M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/spa",
"SPE","Special Opportunities Fund Inc.","15.449","$131.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spe",
"SPE^B","Special Opportunities Fund Inc.","25.7901","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spe^b",
"SEP","Spectra Energy Partners, LP","45.05","$14.22B","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sep",
"SPB           ","Spectrum Brands Holdings, Inc.","116.93","$6.88B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spb",
"TRK","Speedway Motorsports, Inc.","21.23","$871.79M","1995","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/trk",
"SR","Spire Inc.","72.5","$3.5B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sr",
"SPR","Spirit Aerosystems Holdings, Inc.","60.89","$7.34B","2006","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/spr",
"SRC","Spirit Realty Capital, Inc.","7.87","$3.81B","2013","Consumer Services","Building operators","http://www.nasdaq.com/symbol/src",
"SRLP","Sprague Resources LP","28","$631.22M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/srlp",
"S","Sprint Corporation","8.22","$32.83B","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/s",
"SPXC","SPX Corporation","27.45","$1.16B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","36.03","$1.52B","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","26.2","$9.8B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sq",
"JOE","St. Joe Company (The)","18","$1.27B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/joe",
"STAG","Stag Industrial, Inc.","27.34","$2.43B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stag",
"STAG^B","Stag Industrial, Inc.","25.7318","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^b",
"STAG^C","Stag Industrial, Inc.","26.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","1.98","$54.33M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ssi",
"SMP","Standard Motor Products, Inc.","52.79","$1.2B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","95","$1.21B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sxi",
"SWJ","Stanley Black & Decker, Inc.","25.53","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swj",
"SWK","Stanley Black & Decker, Inc.","139.88","$21.42B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swk",
"SWP","Stanley Black & Decker, Inc.","107.99","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swp",
"STN","Stantec Inc","25.6","$2.91B","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/stn",
"SGU","Star Gas Partners, L.P.","10.66","$595.76M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","12.31","$195.71M","1997","Technology","Professional Services","http://www.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","21.91","$5.7B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","93.17","$35.05B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","25.299","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","28.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","26.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^e",
"STT^G","State Street Corporation","27.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^g",
