symbol,name,lastSale,marketCap,iPOyear,sector,industry,Summary Quote
PIH,"1347 Property Insurance Holdings, Inc.",7.7,$45.87M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pih
TURN,180 Degree Capital Corp.,1.58,$49.17M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/turn
FLWS,"1-800 FLOWERS.COM, Inc.",9.65,$630.48M,1999,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/flws
FCCY,1st Constitution Bancorp (NJ),17.45,$140.41M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fccy
SRCE,1st Source Corporation,48.62,$1.26B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/srce
VNET,"21Vianet Group, Inc.",4.56,$515.74M,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/vnet
TWOU,"2U, Inc.",51.04,$2.43B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou
JOBS,"51job, Inc.",48.16,$2.95B,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs
CAFD,8point3 Energy Partners LP,14.72,$1.16B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cafd
EGHT,8x8 Inc,12.7,$1.17B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght
AVHI,"A V Homes, Inc.",17.15,$384.88M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
SHLM,"A. Schulman, Inc.",27.45,$808.81M,1972,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shlm
AAON,"AAON, Inc.",33.8,$1.78B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aaon
ABAX,"ABAXIS, Inc.",47.62,$1.08B,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/abax
ABEO,Abeona Therapeutics Inc.,8.75,$352.23M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeo
ABEOW,Abeona Therapeutics Inc.,4.65,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow
ABIL,Ability Inc.,0.708,$18.24M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/abil
ABMD,"ABIOMED, Inc.",146.25,$6.44B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/abmd
AXAS,Abraxas Petroleum Corporation,1.8,$294.93M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas
ACIU,AC Immune SA,7.73,$440.01M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aciu
ACIA,"Acacia Communications, Inc.",43.55,$1.68B,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/acia
ACTG,Acacia Research Corporation,3.6,$182.12M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg
ACHC,"Acadia Healthcare Company, Inc.",53,$4.65B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc
ACAD,ACADIA Pharmaceuticals Inc.,30.13,$3.68B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad
ACST,"Acasti Pharma, Inc.",1.3,$19.13M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst
AXDX,"Accelerate Diagnostics, Inc.",25.95,$1.43B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx
ACCP,"Accelerated Pharma, Inc.",n/a,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/accp
ACCPW,"Accelerated Pharma, Inc.",n/a,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/accpw
XLRN,Acceleron Pharma Inc.,32.08,$1.24B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xlrn
ANCX,Access National Corporation,26.27,$533.45M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
ARAY,Accuray Incorporated,4.25,$352.75M,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray
ACRX,"AcelRx Pharmaceuticals, Inc.",3.65,$165.64M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx
ACET,Aceto Corporation,15.54,$467.77M,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet
AKAO,"Achaogen, Inc.",19.67,$811.6M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao
ACHN,"Achillion Pharmaceuticals, Inc.",4.21,$575.61M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/achn
ACIW,"ACI Worldwide, Inc.",23.1,$2.73B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/aciw
ACRS,"Aclaris Therapeutics, Inc.",28.65,$765.91M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs
ACNB,ACNB Corporation,28.6,$173.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",21.7,$1.01B,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/acor
SQZZ,Active Alts Contrarian ETF,25.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqzz
ATVI,"Activision Blizzard, Inc",61.45,$46.31B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
ACTA,Actua Corporation,13.5,$453.54M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta
ACXM,Acxiom Corporation,27.06,$2.15B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm
ADMS,"Adamas Pharmaceuticals, Inc.",17.66,$394.87M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,4.7,$129.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp
ADAP,Adaptimmune Therapeutics plc,5.39,$504.02M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap
ADUS,Addus HomeCare Corporation,35.5,$411.92M,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus
AEY,"ADDvantage Technologies Group, Inc.",1.59,$16.21M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey
IOTS,Adesto Technologies Corporation,4.75,$98.98M,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/iots
ADMA,ADMA Biologics Inc,3.37,$43.43M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma
ADBE,Adobe Systems Incorporated,146.73,$72.4B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe
ADOM,"ADOMANI, Inc.",9.7,$684.57M,2017,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/adom
ADTN,"ADTRAN, Inc.",23.2,$1.12B,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn
ADRO,"Aduro Biotech, Inc.",13.1,$915.87M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro
AAAP,Advanced Accelerator Applications S.A.,47.2,$2.08B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aaap
ADES,"Advanced Emissions Solutions, Inc.",10.56,$235.43M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ades
AEIS,"Advanced Energy Industries, Inc.",72.17,$2.87B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis
AMD,"Advanced Micro Devices, Inc.",13.95,$13.18B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd
ADXS,"Advaxis, Inc.",6.87,$277.98M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs
ADXSW,"Advaxis, Inc.",3.4125,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
ADVM,"Adverum Biotechnologies, Inc.",2.55,$109.32M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm
AEGN,Aegion Corp,23.89,$800.11M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn
AGLE,"Aeglea BioTherapeutics, Inc.",3.33,$44.8M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle
AEHR,Aehr Test Systems,4.05,$85.9M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr
AMTX,"Aemetis, Inc",1.2,$23.64M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx
AERI,"Aerie Pharmaceuticals, Inc.",55.5,$1.99B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri
AVAV,"AeroVironment, Inc.",37.75,$895.8M,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav
AEZS,AEterna Zentaris Inc.,2.18,$31.94M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs
AEMD,"Aethlon Medical, Inc.",2.05,$18.18M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd
GNMX,"Aevi Genomic Medicine, Inc.",1.25,$46.39M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx
AFMD,Affimed N.V.,2.15,$94.47M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd
AGEN,Agenus Inc.,4.475,$443.56M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen
AGRX,"Agile Therapeutics, Inc.",4.95,$142.59M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx
AGYS,"Agilysys, Inc.",10.05,$234.44M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
AGIO,"Agios Pharmaceuticals, Inc.",56.57,$2.73B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio
AGNC,AGNC Investment Corp.,21.09,$6.98B,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc
AGNCB,AGNC Investment Corp.,26.11,$9.05B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb
AGNCP,AGNC Investment Corp.,25.36,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncp
AGFS,"AgroFresh Solutions, Inc.",7.95,$399.73M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs
AGFSW,"AgroFresh Solutions, Inc.",1,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw
ALRN,"Aileron Therapeutics, Inc.",13.19,$194.03M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alrn
AIMT,"Aimmune Therapeutics, Inc.",21.6,$1.09B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt
AIRT,"Air T, Inc.",16.6,$33.91M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt
ATSG,"Air Transport Services Group, Inc",24.86,$1.47B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg
AIRG,"Airgain, Inc.",13.28,$126.43M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/airg
AMCN,AirMedia Group Inc,2.52,$158.29M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn
AKAM,"Akamai Technologies, Inc.",46.89,$8.07B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,4.63,$54.53M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx
AKCA,"Akcea Therapeutics, Inc.",13.36,$857.68M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akca
AKBA,"Akebia Therapeutics, Inc.",13.4,$630.96M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba
AKER,Akers Biosciences Inc,1.1,$9.78M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker
AKRX,"Akorn, Inc.",33.63,$4.2B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx
AKTS,"Akoustis Technologies, Inc.",6.9,$131.62M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/akts
ALRM,"Alarm.com Holdings, Inc.",37.87,$1.75B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm
ALSK,"Alaska Communications Systems Group, Inc.",2.27,$118.81M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk
AMRI,"Albany Molecular Research, Inc.",21.7,$932.28M,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri
ALBO,"Albireo Pharma, Inc.",24.6,$217.04M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo
ABDC,Alcentra Capital Corp.,11.9,$159.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc
ADHD,Alcobra Ltd.,1.12,$30.87M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd
ALDR,"Alder BioPharmaceuticals, Inc.",10.9,$737.5M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr
ALDX,"Aldeyra Therapeutics, Inc.",4.9,$74.15M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx
ALXN,"Alexion Pharmaceuticals, Inc.",137.99,$30.99B,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn
ALCO,"Alico, Inc.",30.9,$256.15M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco
ALGN,"Align Technology, Inc.",173.06,$13.9B,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn
ALIM,"Alimera Sciences, Inc.",1.47,$95.41M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim
ALJJ,"ALJ Regional Holdings, Inc.",3.17,$114.25M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aljj
ALKS,Alkermes plc,55.22,$8.46B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks
ABTX,"Allegiance Bancshares, Inc.",37.45,$490.56M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx
ALGT,Allegiant Travel Company,129.95,$2.16B,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt
AIQ,"Alliance HealthCare Services, Inc.",13.25,$143.51M,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq
AHGP,"Alliance Holdings GP, L.P.",25.42,$1.52B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
AMMA,"Alliance MMA, Inc.",0.9601,$9.03M,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma
ARLP,"Alliance Resource Partners, L.P.",20.05,$1.5B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
AHPI,"Allied Healthcare Products, Inc.",2.1,$8.43M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",29.7,$281.3M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
ALQA,"Alliqua BioMedical, Inc.",0.36,$16.55M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
ALLT,Allot Communications Ltd.,4.97,$164.58M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",12.51,$2.27B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
AFAM,Almost Family Inc,49.75,$693.49M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
ALNY,"Alnylam Pharmaceuticals, Inc.",82.63,$7.12B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
AOSL,Alpha and Omega Semiconductor Limited,17.94,$426.8M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
GOOG,Alphabet Inc.,941.53,$652.37B,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,958.33,$664.01B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,24.91,$27.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",1.67,$18.13M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
ALPN,"Alpine Immune Sciences, Inc.",9.14,$35.77M,2015,n/a,n/a,http://www.nasdaq.com/symbol/alpn
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,28.061,$7.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin
AABA,Altaba Inc.,59.2,$52.97B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/aaba
ALT,"Altimmune, Inc.",2.69,$1.85M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alt
ASPS,Altisource Portfolio Solutions S.A.,25.54,$470.76M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
AIMC,Altra Industrial Motion Corp.,44,$1.28B,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
AMAG,"AMAG Pharmaceuticals, Inc.",19.6,$686.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
AMRN,Amarin Corporation plc,3.92,$1.07B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",15.04,$105.75M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
AYA,Amaya Inc.,17.9,$2.63B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya
AMZN,"Amazon.com, Inc.",1020.04,$487.55B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",20.38,$921.77M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
AMBCW,"Ambac Financial Group, Inc.",9.87,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
AMBA,"Ambarella, Inc.",50.05,$1.68B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
AMCX,AMC Networks Inc.,66.53,$4.43B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
DOX,Amdocs Limited,67.09,$9.83B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
AMDA,Amedica Corporation,0.375,$13.6M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
AMED,Amedisys Inc,46.66,$1.57B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
UHAL,Amerco,386.75,$7.58B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
ATAX,"America First Multifamily Investors, L.P.",6.15,$370.56M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",17.76,$58.61B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AAL,"American Airlines Group, Inc.",50.49,$24.87B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
ACSF,"American Capital Senior Floating, Ltd.",12.7,$127M,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
AETI,"American Electric Technologies, Inc.",2,$16.98M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti
AMNB,"American National Bankshares, Inc.",37.85,$327.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,117.94,$3.18B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,20.45,$1.1B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc
APEI,"American Public Education, Inc.",22.05,$357.96M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
ARII,"American Railcar Industries, Inc.",36.6,$698.47M,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
AMRB,American River Bankshares,14.05,$89.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
AMSWA,"American Software, Inc.",9.69,$288M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
AMSC,American Superconductor Corporation,3.35,$64.29M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
AMWD,American Woodmark Corporation,98.3,$1.6B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",39.2,$296.61M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
ABCB,Ameris Bancorp,45.75,$1.7B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",59,$1.13B,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,4.05,$74.77M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,28.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,29.85,$277.93M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
